"Query","Entrez","Symbol","Name","Comment"
"NSF","4905","NSF","""N-ethylmaleimide sensitive factor, vesicle fusing ATPase""","1"
"TOX2","84969","TOX2","TOX high mobility group box family member 2","1"
"FBN1","2200","FBN1","fibrillin 1","1"
"SLITRK2","84631","SLITRK2","SLIT and NTRK like family member 2","1"
"AOPEP","84909","AOPEP","aminopeptidase O (putative)","1"
"KHDRBS2-OT","NA","NA","NA","0"
"MRPL40","64976","MRPL40","mitochondrial ribosomal protein L40","1"
"RNF150","57484","RNF150","ring finger protein 150","1"
"GDE1","51573","GDE1","glycerophosphodiester phosphodiesterase 1","1"
"CCDC88A","55704","CCDC88A","coiled-coil domain containing 88A","1"
"CHMP5","51510","CHMP5","charged multivesicular body protein 5","1"
"LRCH1","23143","LRCH1","leucine rich repeats and calponin homology domain containing 1","1"
"VPS4A","27183","VPS4A","vacuolar protein sorting 4 homolog A","1"
"AK9","221264","AK9","adenylate kinase 9","1"
"DCTN1","1639","DCTN1","dynactin subunit 1","1"
"TMEM246","NA","NA","NA","0"
"RAD23A","5886","RAD23A","""RAD23 homolog A, nucleotide excision repair protein""","1"
"RPL13A","23521","RPL13A","ribosomal protein L13a","1"
"CLIP1","6249","CLIP1","CAP-Gly domain containing linker protein 1","1"
"CAMK2N2","94032","CAMK2N2","calcium/calmodulin dependent protein kinase II inhibitor 2","1"
"RCN2","5955","RCN2","reticulocalbin 2","1"
"RPS11","6205","RPS11","ribosomal protein S11","1"
"CTSD","1509","CTSD","cathepsin D","1"
"COA3","28958","COA3","cytochrome c oxidase assembly factor 3","1"
"PURB","5814","PURB","purine rich element binding protein B","1"
"NMT2","9397","NMT2","N-myristoyltransferase 2","1"
"CCDC127","133957","CCDC127","coiled-coil domain containing 127","1"
"JAKMIP3","282973","JAKMIP3","Janus kinase and microtubule interacting protein 3","1"
"UQCRQ","27089","UQCRQ","ubiquinol-cytochrome c reductase complex III subunit VII","1"
"TTC21B","79809","TTC21B","tetratricopeptide repeat domain 21B","1"
"C1orf122","127687","C1orf122","chromosome 1 open reading frame 122","1"
"HDAC4","9759","HDAC4","histone deacetylase 4","1"
"POMGNT2","84892","POMGNT2","""protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)""","1"
"ATG101","60673","ATG101","autophagy related 101","1"
"SARS","NA","NA","NA","0"
"SCAMP5","192683","SCAMP5","secretory carrier membrane protein 5","1"
"DDX54","79039","DDX54","DEAD-box helicase 54","1"
"KCNS2","3788","KCNS2","potassium voltage-gated channel modifier subfamily S member 2","1"
"SPTBN4","57731","SPTBN4","""spectrin beta, non-erythrocytic 4""","1"
"NAV2","89797","NAV2","neuron navigator 2","1"
"UBE2L6","9246","UBE2L6","ubiquitin conjugating enzyme E2 L6","1"
"TMEM41A","90407","TMEM41A","transmembrane protein 41A","1"
"ZNF532","55205","ZNF532","zinc finger protein 532","1"
"BCAP31","10134","BCAP31","B cell receptor associated protein 31","1"
"BAD","572","BAD","BCL2 associated agonist of cell death","1"
"MCTP1","79772","MCTP1","multiple C2 and transmembrane domain containing 1","1"
"SMIM29","221491","SMIM29","small integral membrane protein 29","1"
"TTYH1","57348","TTYH1","tweety family member 1","1"
"C3orf18","51161","C3orf18","chromosome 3 open reading frame 18","1"
"NRF1","4899","NRF1","nuclear respiratory factor 1","1"
"SNHG32","50854","SNHG32","small nucleolar RNA host gene 32","1"
"TMEFF2","23671","TMEFF2","transmembrane protein with EGF like and two follistatin like domains 2","1"
"HNRNPK","3190","HNRNPK","heterogeneous nuclear ribonucleoprotein K","1"
"TMUB2","79089","TMUB2","transmembrane and ubiquitin like domain containing 2","1"
"MZT2A","653784","MZT2A","mitotic spindle organizing protein 2A","1"
"SMIM19","114926","SMIM19","small integral membrane protein 19","1"
"AARS","NA","NA","NA","0"
"RTL5","340526","RTL5","retrotransposon Gag like 5","1"
"CDK6","1021","CDK6","cyclin dependent kinase 6","1"
"NGRN","51335","NGRN","""neugrin, neurite outgrowth associated""","1"
"PNMA8B","57469","PNMA8B","PNMA family member 8B","1"
"HTRA2","27429","HTRA2","HtrA serine peptidase 2","1"
"SVIP","258010","SVIP","small VCP interacting protein","1"
"TFCP2","7024","TFCP2","transcription factor CP2","1"
"SUPT3H","8464","SUPT3H","""SPT3 homolog, SAGA and STAGA complex component""","1"
"SMAP1","60682","SMAP1","small ArfGAP 1","1"
"PCDH9","5101","PCDH9","protocadherin 9","1"
"RALYL","138046","RALYL","RALY RNA binding protein like","1"
"HLCS","3141","HLCS","holocarboxylase synthetase","1"
"AP3M2","10947","AP3M2","adaptor related protein complex 3 subunit mu 2","1"
"CADM4","199731","CADM4","cell adhesion molecule 4","1"
"COMMD10","51397","COMMD10","COMM domain containing 10","1"
"ZBTB8OS","339487","ZBTB8OS","zinc finger and BTB domain containing 8 opposite strand","1"
"DBNDD1","79007","DBNDD1","dysbindin domain containing 1","1"
"PAICS","10606","PAICS","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase","1"
"COX7B","1349","COX7B","cytochrome c oxidase subunit 7B","1"
"LYSMD2","256586","LYSMD2","LysM domain containing 2","1"
"PHB","5245","PHB","prohibitin","1"
"DCTN6","10671","DCTN6","dynactin subunit 6","1"
"PSMG3","84262","PSMG3","proteasome assembly chaperone 3","1"
"GPR27","2850","GPR27","G protein-coupled receptor 27","1"
"ZMAT2","153527","ZMAT2","zinc finger matrin-type 2","1"
"GAB1","2549","GAB1","GRB2 associated binding protein 1","1"
"UVRAG","7405","UVRAG","UV radiation resistance associated","1"
"CADM2","253559","CADM2","cell adhesion molecule 2","1"
"MAPK6","5597","MAPK6","mitogen-activated protein kinase 6","1"
"ME3","10873","ME3","malic enzyme 3","1"
"SPRN","503542","SPRN","shadow of prion protein","1"
"LSM4","25804","LSM4","""LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated""","1"
"BOLA3","388962","BOLA3","bolA family member 3","1"
"ADRB1","153","ADRB1","adrenoceptor beta 1","1"
"RGS6","9628","RGS6","regulator of G protein signaling 6","1"
"CRPPA","729920","CRPPA","CDP-L-ribitol pyrophosphorylase A","1"
"NAA16","79612","NAA16","""N-alpha-acetyltransferase 16, NatA auxiliary subunit""","1"
"DYNLL2","140735","DYNLL2","dynein light chain LC8-type 2","1"
"C9orf85","138241","C9orf85","chromosome 9 open reading frame 85","1"
"PGRMC2","10424","PGRMC2","progesterone receptor membrane component 2","1"
"USP47","55031","USP47","ubiquitin specific peptidase 47","1"
"RORA","6095","RORA","RAR related orphan receptor A","1"
"TMEM258","746","TMEM258","transmembrane protein 258","1"
"SUFU","51684","SUFU","SUFU negative regulator of hedgehog signaling","1"
"MYT1L","23040","MYT1L","myelin transcription factor 1 like","1"
"SAP30L","79685","SAP30L","SAP30 like","1"
"RASAL2","9462","RASAL2","RAS protein activator like 2","1"
"INPP4B","8821","INPP4B","inositol polyphosphate-4-phosphatase type II B","1"
"TMEM151B","441151","TMEM151B","transmembrane protein 151B","1"
"TMEM167B","56900","TMEM167B","transmembrane protein 167B","1"
"DDA1","79016","DDA1","DET1 and DDB1 associated 1","1"
"THUMPD1","55623","THUMPD1","THUMP domain containing 1","1"
"CNTRL","11064","CNTRL","centriolin","1"
"TMEM121","80757","TMEM121","transmembrane protein 121","1"
"GABRG3","2567","GABRG3","gamma-aminobutyric acid type A receptor subunit gamma3","1"
"ORMDL3","94103","ORMDL3","ORMDL sphingolipid biosynthesis regulator 3","1"
"PSMB10","5699","PSMB10","proteasome 20S subunit beta 10","1"
"KCNJ9","3765","KCNJ9","potassium inwardly rectifying channel subfamily J member 9","1"
"RPL28","6158","RPL28","ribosomal protein L28","1"
"POLD4","57804","POLD4","""DNA polymerase delta 4, accessory subunit""","1"
"FARS2","10667","FARS2","""phenylalanyl-tRNA synthetase 2, mitochondrial""","1"
"ANKRD30BL","554226","ANKRD30BL","ankyrin repeat domain 30B like","1"
"FAM168B","130074","FAM168B","family with sequence similarity 168 member B","1"
"SPSB3","90864","SPSB3","splA/ryanodine receptor domain and SOCS box containing 3","1"
"SPRED1","161742","SPRED1","sprouty related EVH1 domain containing 1","1"
"ST7","7982","ST7","suppression of tumorigenicity 7","1"
"VPS26B","112936","VPS26B","""VPS26, retromer complex component B""","1"
"HAPLN4","404037","HAPLN4","hyaluronan and proteoglycan link protein 4","1"
"COX14","84987","COX14","cytochrome c oxidase assembly factor COX14","1"
"DDX21","9188","DDX21","DExD-box helicase 21","1"
"CREB3","10488","CREB3","cAMP responsive element binding protein 3","1"
"HSP90AA1","3320","HSP90AA1","heat shock protein 90 alpha family class A member 1","1"
"TMEM19","55266","TMEM19","transmembrane protein 19","1"
"C11orf87","399947","C11orf87","chromosome 11 open reading frame 87","1"
"UQCC3","790955","UQCC3","ubiquinol-cytochrome c reductase complex assembly factor 3","1"
"C12orf76","400073","C12orf76","chromosome 12 open reading frame 76","1"
"CRIM1-DT","100288911","CRIM1-DT","CRIM1 divergent transcript","1"
"CTTNBP2","83992","CTTNBP2","cortactin binding protein 2","1"
"LAMP5","24141","LAMP5","lysosomal associated membrane protein family member 5","1"
"GRIP1","23426","GRIP1","glutamate receptor interacting protein 1","1"
"EEF2","1938","EEF2","eukaryotic translation elongation factor 2","1"
"COX7A1","1346","COX7A1","cytochrome c oxidase subunit 7A1","1"
"ZDHHC4","55146","ZDHHC4","zinc finger DHHC-type palmitoyltransferase 4","1"
"PTPRT","11122","PTPRT","protein tyrosine phosphatase receptor type T","1"
"HIGD1A","25994","HIGD1A","HIG1 hypoxia inducible domain family member 1A","1"
"NGEF","25791","NGEF","neuronal guanine nucleotide exchange factor","1"
"ATP5MF","9551","ATP5MF","ATP synthase membrane subunit f","1"
"CISD3","284106","CISD3","CDGSH iron sulfur domain 3","1"
"DKK3","27122","DKK3","dickkopf WNT signaling pathway inhibitor 3","1"
"GRM7","2917","GRM7","glutamate metabotropic receptor 7","1"
"KRT10","3858","KRT10","keratin 10","1"
"SEC14L5","9717","SEC14L5","SEC14 like lipid binding 5","1"
"TSR3","115939","TSR3","TSR3 ribosome maturation factor","1"
"SNX29","92017","SNX29","sorting nexin 29","1"
"BCL7B","9275","BCL7B","BAF chromatin remodeling complex subunit BCL7B","1"
"NKAIN2","154215","NKAIN2","sodium/potassium transporting ATPase interacting 2","1"
"TXNDC9","10190","TXNDC9","thioredoxin domain containing 9","1"
"CEP112","201134","CEP112","centrosomal protein 112","1"
"SKP2","6502","SKP2","S-phase kinase associated protein 2","1"
"KCNV1","27012","KCNV1","potassium voltage-gated channel modifier subfamily V member 1","1"
"RPS26","6231","RPS26","ribosomal protein S26","1"
"ANAPC11","51529","ANAPC11","anaphase promoting complex subunit 11","1"
"THAP7","80764","THAP7","THAP domain containing 7","1"
"UBAP1L","390595","UBAP1L","ubiquitin associated protein 1 like","1"
"MORN2","729967","MORN2","MORN repeat containing 2","1"
"KBTBD6","89890","KBTBD6","kelch repeat and BTB domain containing 6","1"
"NENF","29937","NENF","neudesin neurotrophic factor","1"
"ZNF704","619279","ZNF704","zinc finger protein 704","1"
"LIMS1","3987","LIMS1","LIM zinc finger domain containing 1","1"
"ST6GALNAC5","81849","ST6GALNAC5","""ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5""","1"
"LYRM7","90624","LYRM7","LYR motif containing 7","1"
"FKBP1B","2281","FKBP1B","FKBP prolyl isomerase 1B","1"
"TMEM237","65062","TMEM237","transmembrane protein 237","1"
"EGLN2","112398","EGLN2","egl-9 family hypoxia inducible factor 2","1"
"MYRIP","25924","MYRIP","myosin VIIA and Rab interacting protein","1"
"RAB22A","57403","RAB22A","""RAB22A, member RAS oncogene family""","1"
"FSTL4","23105","FSTL4","follistatin like 4","1"
"PPP1R11","6992","PPP1R11","protein phosphatase 1 regulatory inhibitor subunit 11","1"
"MGAT5","4249","MGAT5","""alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase""","1"
"RBM6","10180","RBM6","RNA binding motif protein 6","1"
"NAPB","63908","NAPB","NSF attachment protein beta","1"
"ASTN2","23245","ASTN2","astrotactin 2","1"
"WDR60","55112","WDR60","WD repeat domain 60","1"
"SYT12","91683","SYT12","synaptotagmin 12","1"
"CYC1","1537","CYC1","cytochrome c1","1"
"TPT1","7178","TPT1","""tumor protein, translationally-controlled 1""","1"
"SHC4","399694","SHC4","SHC adaptor protein 4","1"
"VDAC2","7417","VDAC2","voltage dependent anion channel 2","1"
"SAC3D1","29901","SAC3D1","SAC3 domain containing 1","1"
"ANTXR1","84168","ANTXR1","ANTXR cell adhesion molecule 1","1"
"MAPK8","5599","MAPK8","mitogen-activated protein kinase 8","1"
"PKNOX1","5316","PKNOX1","PBX/knotted 1 homeobox 1","1"
"NDUFA13","51079","NDUFA13","NADH:ubiquinone oxidoreductase subunit A13","1"
"SMIM26","388789","SMIM26","small integral membrane protein 26","1"
"SERBP1","26135","SERBP1","SERPINE1 mRNA binding protein 1","1"
"HPS6","79803","HPS6","HPS6 biogenesis of lysosomal organelles complex 2 subunit 3","1"
"ARHGEF6","9459","ARHGEF6","Rac/Cdc42 guanine nucleotide exchange factor 6","1"
"SCAMP1","9522","SCAMP1","secretory carrier membrane protein 1","1"
"CHMP4B","128866","CHMP4B","charged multivesicular body protein 4B","1"
"SEH1L","81929","SEH1L","SEH1 like nucleoporin","1"
"TMEM126A","84233","TMEM126A","transmembrane protein 126A","1"
"WASF2","10163","WASF2","WASP family member 2","1"
"DIRC3","729582","DIRC3","disrupted in renal carcinoma 3","1"
"TRA2A","29896","TRA2A","transformer 2 alpha homolog","1"
"TMEM251","26175","TMEM251","transmembrane protein 251","1"
"RPL6","6128","RPL6","ribosomal protein L6","1"
"RPL7L1","285855","RPL7L1","ribosomal protein L7 like 1","1"
"GPAA1","8733","GPAA1","glycosylphosphatidylinositol anchor attachment 1","1"
"MRPL54","116541","MRPL54","mitochondrial ribosomal protein L54","1"
"SSTR1","6751","SSTR1","somatostatin receptor 1","1"
"TRAPPC2L","51693","TRAPPC2L","trafficking protein particle complex 2 like","1"
"MCM4","4173","MCM4","minichromosome maintenance complex component 4","1"
"SLIRP","81892","SLIRP","SRA stem-loop interacting RNA binding protein","1"
"MARCH8","NA","NA","NA","0"
"TMEM135","65084","TMEM135","transmembrane protein 135","1"
"ZNF12","7559","ZNF12","zinc finger protein 12","1"
"STARD7","56910","STARD7","StAR related lipid transfer domain containing 7","1"
"CSDE1","7812","CSDE1","cold shock domain containing E1","1"
"CLEC16A","23274","CLEC16A","C-type lectin domain containing 16A","1"
"COX10","1352","COX10","cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10","1"
"BICDL1","92558","BICDL1","BICD family like cargo adaptor 1","1"
"CDH12","1010","CDH12","cadherin 12","1"
"CDKN2D","1032","CDKN2D","cyclin dependent kinase inhibitor 2D","1"
"RANBP17","64901","RANBP17","RAN binding protein 17","1"
"ZSCAN5A","79149","ZSCAN5A","zinc finger and SCAN domain containing 5A","1"
"APBB2","323","APBB2","amyloid beta precursor protein binding family B member 2","1"
"PPCDC","60490","PPCDC","phosphopantothenoylcysteine decarboxylase","1"
"TSPAN31","6302","TSPAN31","tetraspanin 31","1"
"KBTBD12","166348","KBTBD12","kelch repeat and BTB domain containing 12","1"
"XBP1","7494","XBP1","X-box binding protein 1","1"
"CNTLN","54875","CNTLN","centlein","1"
"AP3B1","8546","AP3B1","adaptor related protein complex 3 subunit beta 1","1"
"CCT6A","908","CCT6A","chaperonin containing TCP1 subunit 6A","1"
"ARHGAP17","55114","ARHGAP17","Rho GTPase activating protein 17","1"
"SNED1","25992","SNED1","""sushi, nidogen and EGF like domains 1""","1"
"SVBP","374969","SVBP","small vasohibin binding protein","1"
"ADIPOR1","51094","ADIPOR1","adiponectin receptor 1","1"
"NDUFA6","4700","NDUFA6","NADH:ubiquinone oxidoreductase subunit A6","1"
"DDIT3","1649","DDIT3","DNA damage inducible transcript 3","1"
"IL1RAPL1","11141","IL1RAPL1","interleukin 1 receptor accessory protein like 1","1"
"VWC2L","402117","VWC2L","von Willebrand factor C domain containing 2 like","1"
"FAM156A","29057","FAM156A","family with sequence similarity 156 member A","1"
"DDN","23109","DDN","dendrin","1"
"HCN1","348980","HCN1","hyperpolarization activated cyclic nucleotide gated potassium channel 1","1"
"ZCWPW2","152098","ZCWPW2","zinc finger CW-type and PWWP domain containing 2","1"
"NR1D2","9975","NR1D2","nuclear receptor subfamily 1 group D member 2","1"
"NABP2","79035","NABP2","nucleic acid binding protein 2","1"
"ARHGAP18","93663","ARHGAP18","Rho GTPase activating protein 18","1"
"TSPYL5","85453","TSPYL5","TSPY like 5","1"
"DPYD","1806","DPYD","dihydropyrimidine dehydrogenase","1"
"RND1","27289","RND1","Rho family GTPase 1","1"
"SMIM15","643155","SMIM15","small integral membrane protein 15","1"
"ZNF609","23060","ZNF609","zinc finger protein 609","1"
"CDYL","9425","CDYL","chromodomain Y like","1"
"ARPP19","10776","ARPP19","cAMP regulated phosphoprotein 19","1"
"GSKIP","51527","GSKIP","GSK3B interacting protein","1"
"SPATA5","166378","SPATA5","spermatogenesis associated 5","1"
"LPL","4023","LPL","lipoprotein lipase","1"
"PRKN","5071","PRKN","parkin RBR E3 ubiquitin protein ligase","1"
"TSHZ1","10194","TSHZ1","teashirt zinc finger homeobox 1","1"
"FBXL17","64839","FBXL17","F-box and leucine rich repeat protein 17","1"
"SURF6","6838","SURF6","surfeit 6","1"
"CX3CL1","6376","CX3CL1","C-X3-C motif chemokine ligand 1","1"
"FAM241B","219738","FAM241B","family with sequence similarity 241 member B","1"
"LRRTM1","347730","LRRTM1","leucine rich repeat transmembrane neuronal 1","1"
"DLC1","10395","DLC1","DLC1 Rho GTPase activating protein","1"
"ANO10","55129","ANO10","anoctamin 10","1"
"C8orf33","65265","C8orf33","chromosome 8 open reading frame 33","1"
"PTPRO","5800","PTPRO","protein tyrosine phosphatase receptor type O","1"
"ZNF138","7697","ZNF138","zinc finger protein 138","1"
"DISP1","84976","DISP1","dispatched RND transporter family member 1","1"
"PPP1R3F","89801","PPP1R3F","protein phosphatase 1 regulatory subunit 3F","1"
"SNX21","90203","SNX21","sorting nexin family member 21","1"
"PRELID1","27166","PRELID1","PRELI domain containing 1","1"
"ZDHHC22","283576","ZDHHC22","zinc finger DHHC-type palmitoyltransferase 22","1"
"GET3","439","GET3","""guided entry of tail-anchored proteins factor 3, ATPase""","1"
"RPS8","6202","RPS8","ribosomal protein S8","1"
"RACK1","10399","RACK1","receptor for activated C kinase 1","1"
"TRIAP1","51499","TRIAP1","TP53 regulated inhibitor of apoptosis 1","1"
"RITA1","84934","RITA1","RBPJ interacting and tubulin associated 1","1"
"MED10","84246","MED10","mediator complex subunit 10","1"
"SQSTM1","8878","SQSTM1","sequestosome 1","1"
"ILF2","3608","ILF2","interleukin enhancer binding factor 2","1"
"SCN3A","6328","SCN3A","sodium voltage-gated channel alpha subunit 3","1"
"JCAD","57608","JCAD","junctional cadherin 5 associated","1"
"SRPRB","58477","SRPRB","SRP receptor subunit beta","1"
"PNMA6A","84968","PNMA6A","PNMA family member 6A","1"
"ADCK2","90956","ADCK2","aarF domain containing kinase 2","1"
"DUSP28","285193","DUSP28","dual specificity phosphatase 28","1"
"ATP6V0C","527","ATP6V0C","ATPase H+ transporting V0 subunit c","1"
"ATP5MC3","518","ATP5MC3","ATP synthase membrane subunit c locus 3","1"
"RRN3","54700","RRN3","""RRN3 homolog, RNA polymerase I transcription factor""","1"
"ARL4D","379","ARL4D","ADP ribosylation factor like GTPase 4D","1"
"FXYD6","53826","FXYD6","FXYD domain containing ion transport regulator 6","1"
"ST8SIA1","6489","ST8SIA1","""ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1""","1"
"MICAL2","9645","MICAL2","""microtubule associated monooxygenase, calponin and LIM domain containing 2""","1"
"UBL5","59286","UBL5","ubiquitin like 5","1"
"RNPC3","55599","RNPC3","""RNA binding region (RNP1, RRM) containing 3""","1"
"GSK3A","2931","GSK3A","glycogen synthase kinase 3 alpha","1"
"C22orf39","128977","C22orf39","chromosome 22 open reading frame 39","1"
"GRK5","2869","GRK5","G protein-coupled receptor kinase 5","1"
"CADM1","23705","CADM1","cell adhesion molecule 1","1"
"KDELR2","11014","KDELR2","KDEL endoplasmic reticulum protein retention receptor 2","1"
"EIF4G1","1981","EIF4G1","eukaryotic translation initiation factor 4 gamma 1","1"
"HDAC9","9734","HDAC9","histone deacetylase 9","1"
"C6orf226","441150","C6orf226","chromosome 6 open reading frame 226","1"
"HMGCLL1","54511","HMGCLL1","3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1","1"
"STMN4","81551","STMN4","stathmin 4","1"
"RPL37A","6168","RPL37A","ribosomal protein L37a","1"
"TMEM132D","121256","TMEM132D","transmembrane protein 132D","1"
"RNF187","149603","RNF187","ring finger protein 187","1"
"TCAIM","285343","TCAIM","""T cell activation inhibitor, mitochondrial""","1"
"WWOX","51741","WWOX","WW domain containing oxidoreductase","1"
"PEF1","553115","PEF1","penta-EF-hand domain containing 1","1"
"QDPR","5860","QDPR","quinoid dihydropteridine reductase","1"
"KIAA1328","57536","KIAA1328","KIAA1328","1"
"CIAO2B","51647","CIAO2B","cytosolic iron-sulfur assembly component 2B","1"
"MAFK","7975","MAFK","MAF bZIP transcription factor K","1"
"MAP7D1","55700","MAP7D1","MAP7 domain containing 1","1"
"ITM2A","9452","ITM2A","integral membrane protein 2A","1"
"MRTO4","51154","MRTO4","""MRT4 homolog, ribosome maturation factor""","1"
"MAST2","23139","MAST2","microtubule associated serine/threonine kinase 2","1"
"ISCA2","122961","ISCA2","iron-sulfur cluster assembly 2","1"
"ARMCX5-GPRASP2","100528062","ARMCX5-GPRASP2","ARMCX5-GPRASP2 readthrough","1"
"ZNF576","79177","ZNF576","zinc finger protein 576","1"
"SFI1","9814","SFI1","SFI1 centrin binding protein","1"
"NDUFB1","4707","NDUFB1","NADH:ubiquinone oxidoreductase subunit B1","1"
"HINT1","3094","HINT1","histidine triad nucleotide binding protein 1","1"
"NIP7","51388","NIP7","nucleolar pre-rRNA processing protein NIP7","1"
"KCNH1","3756","KCNH1","potassium voltage-gated channel subfamily H member 1","1"
"FAM13A","10144","FAM13A","family with sequence similarity 13 member A","1"
"BEND7","222389","BEND7","BEN domain containing 7","1"
"TIGAR","57103","TIGAR","TP53 induced glycolysis regulatory phosphatase","1"
"CLPP","8192","CLPP","caseinolytic mitochondrial matrix peptidase proteolytic subunit","1"
"PACRG","135138","PACRG","parkin coregulated","1"
"NCOA3","8202","NCOA3","nuclear receptor coactivator 3","1"
"KCTD17","79734","KCTD17","potassium channel tetramerization domain containing 17","1"
"ANO4","121601","ANO4","anoctamin 4","1"
"MED21","9412","MED21","mediator complex subunit 21","1"
"SCGB2B2","284402","SCGB2B2","secretoglobin family 2B member 2","1"
"EXOC8","149371","EXOC8","exocyst complex component 8","1"
"SYT14","255928","SYT14","synaptotagmin 14","1"
"CBX7","23492","CBX7","chromobox 7","1"
"TSTD1","100131187","TSTD1","thiosulfate sulfurtransferase like domain containing 1","1"
"CREG2","200407","CREG2","cellular repressor of E1A stimulated genes 2","1"
"NDUFB10","4716","NDUFB10","NADH:ubiquinone oxidoreductase subunit B10","1"
"RAB5C","5878","RAB5C","""RAB5C, member RAS oncogene family""","1"
"GRPEL1","80273","GRPEL1","","1"
"FJX1","24147","FJX1","four-jointed box kinase 1","1"
"TBC1D1","23216","TBC1D1","TBC1 domain family member 1","1"
"QRICH2","84074","QRICH2","glutamine rich 2","1"
"TCP1","6950","TCP1","t-complex 1","1"
"NF2","4771","NF2","neurofibromin 2","1"
"MAS1","4142","MAS1","""MAS1 proto-oncogene, G protein-coupled receptor""","1"
"MIDN","90007","MIDN","midnolin","1"
"PDZRN3","23024","PDZRN3","PDZ domain containing ring finger 3","1"
"SPCS3","60559","SPCS3","signal peptidase complex subunit 3","1"
"PRKRIP1","79706","PRKRIP1","PRKR interacting protein 1","1"
"EFR3B","22979","EFR3B","EFR3 homolog B","1"
"STX18","53407","STX18","syntaxin 18","1"
"ARPP21","10777","ARPP21","cAMP regulated phosphoprotein 21","1"
"MLXIPL","51085","MLXIPL","MLX interacting protein like","1"
"B4GALT3","8703","B4GALT3","""beta-1,4-galactosyltransferase 3""","1"
"IFT22","64792","IFT22","intraflagellar transport 22","1"
"MVB12B","89853","MVB12B","multivesicular body subunit 12B","1"
"ZNF770","54989","ZNF770","zinc finger protein 770","1"
"KCTD2","23510","KCTD2","potassium channel tetramerization domain containing 2","1"
"ATP1B1","481","ATP1B1","ATPase Na+/K+ transporting subunit beta 1","1"
"ABHD14A","25864","ABHD14A","abhydrolase domain containing 14A","1"
"C1orf115","79762","C1orf115","chromosome 1 open reading frame 115","1"
"YIPF5","81555","YIPF5","Yip1 domain family member 5","1"
"RBFOX3","146713","RBFOX3","RNA binding fox-1 homolog 3","1"
"P4HB","5034","P4HB","prolyl 4-hydroxylase subunit beta","1"
"POLE4","56655","POLE4","""DNA polymerase epsilon 4, accessory subunit""","1"
"TDRD3","81550","TDRD3","tudor domain containing 3","1"
"HNRNPA1","3178","HNRNPA1","heterogeneous nuclear ribonucleoprotein A1","1"
"EBLN3P","100506710","EBLN3P","""endogenous Bornavirus like nucleoprotein 3, pseudogene""","1"
"TFPT","29844","TFPT","TCF3 fusion partner","1"
"EMC1","23065","EMC1","ER membrane protein complex subunit 1","1"
"SERP2","387923","SERP2","stress associated endoplasmic reticulum protein family member 2","1"
"IGSF21","84966","IGSF21","immunoglobin superfamily member 21","1"
"OSBPL9","114883","OSBPL9","oxysterol binding protein like 9","1"
"B3GNT2","10678","B3GNT2","""UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2""","1"
"RIMS3","9783","RIMS3","regulating synaptic membrane exocytosis 3","1"
"LAMTOR3","8649","LAMTOR3","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 3""","1"
"PPP1CC","5501","PPP1CC","protein phosphatase 1 catalytic subunit gamma","1"
"PIGH","5283","PIGH","phosphatidylinositol glycan anchor biosynthesis class H","1"
"SFMBT1","51460","SFMBT1","Scm like with four mbt domains 1","1"
"POP7","10248","POP7","""POP7 homolog, ribonuclease P/MRP subunit""","1"
"DNPH1","10591","DNPH1","2'-deoxynucleoside 5'-phosphate N-hydrolase 1","1"
"FAM193B","54540","FAM193B","family with sequence similarity 193 member B","1"
"GRIK2","2898","GRIK2","glutamate ionotropic receptor kainate type subunit 2","1"
"RPS17","6218","RPS17","ribosomal protein S17","1"
"RAB40B","10966","RAB40B","""RAB40B, member RAS oncogene family""","1"
"RPL26L1","51121","RPL26L1","ribosomal protein L26 like 1","1"
"PAG1","55824","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1","1"
"DLEU2L","79469","DLEU2L","deleted in lymphocytic leukemia 2 like","1"
"JAKMIP1","152789","JAKMIP1","janus kinase and microtubule interacting protein 1","1"
"NRG1","3084","NRG1","neuregulin 1","1"
"GRID1","2894","GRID1","glutamate ionotropic receptor delta type subunit 1","1"
"FAM217B","63939","FAM217B","family with sequence similarity 217 member B","1"
"EFCAB2","84288","EFCAB2","EF-hand calcium binding domain 2","1"
"BACH2","60468","BACH2","BTB domain and CNC homolog 2","1"
"CEP152","22995","CEP152","centrosomal protein 152","1"
"GNL3","26354","GNL3","G protein nucleolar 3","1"
"CD2BP2","10421","CD2BP2","CD2 cytoplasmic tail binding protein 2","1"
"TTC27","55622","TTC27","tetratricopeptide repeat domain 27","1"
"KIAA0319","9856","KIAA0319","KIAA0319","1"
"CPEB1","64506","CPEB1","cytoplasmic polyadenylation element binding protein 1","1"
"HEY1","23462","HEY1","hes related family bHLH transcription factor with YRPW motif 1","1"
