"SHORT_NAME","CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG_metaboAnalyst","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf","HMDB_metabolon","Match_MetaboAnalyst","HMDB_MetaboAnalyst","PubChem","ChEBI","KEGGNA","METLIN","SMILES","Comment"
"arginine","231","Amino Acid","Urea cycle; Arginine and Proline Metabolism","arginine",227,"HMDB0000517",6322,"C00062",6.16252581313061,0.10892133618711,0.00015963479838067,0.111182433838486,-0.0131105271310148,0.108129420395803,0.00391604114777591,0.125313316728829,"HMDB0000517","L-Arginine","HMDB0000517","6322","16467","C00062","5502","N[C@@H](CCCNC(N)=N)C(O)=O",1
"asparagine","917","Amino Acid","Alanine and Aspartate Metabolism","asparagine",6031,"HMDB0000168",6267,"C00152",0.167955095687311,0.111484762311607,9.48999316938491e-05,0.112335673560316,0.0186365253454247,0.109916023175536,0.00275912764369154,0.0744964463796716,"HMDB0000168","L-Asparagine","HMDB0000168","6267","17196","C00152","14","N[C@@H](CC(N)=O)C(O)=O",1
"behenoyl sphingomyelin (d18:1/22:0)*","100006294","Lipid","Sphingomyelins","behenoyl sphingomyelin (d18:1/22:0)*",24846873,"HMDB0012103",44260125,NA,2.89954958973932,0.164390976609397,0.0100266078209605,0.159712064467009,0.039402319917667,-0.159599029996104,0.0548694483557009,1,"HMDB0012103","SM(d18:1/22:0)","HMDB0012103","44260125","74532","C00550",NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)\C=C\CCCCCCCCCCCCC",1
"behenoylcarnitine (C22)*","100015832","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","behenoylcarnitine (C22)*",28639204,"HMDB0062468",71464577,NA,4.88678745609474,0.133740109594069,0.00030996078833006,0.138416824968668,-0.131711418044653,0.0232060179888807,0.00567787087505663,0.243319218839103,"HMDB0062468","Docosanoylcarnitine","HMDB0062468","71464577","73105",NA,NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C",1
"beta-hydroxyisovalerate","1442","Amino Acid","Leucine, Isoleucine and Valine Metabolism","beta-hydroxyisovalerate",62571,"HMDB0000754",69362,NA,4.54528028794499,0.192920973953969,0.0114189479348752,0.186515888340408,-0.190233547140064,-0.0320889347572805,0.060160229052866,1,"HMDB0000754","3-Hydroxyisovaleric acid","HMDB0000754","69362","37084","C20827","5722","CC(C)(O)CC(O)=O",1
"beta-hydroxyisovaleroylcarnitine","100001594","Amino Acid","Leucine, Isoleucine and Valine Metabolism","beta-hydroxyisovaleroylcarnitine",21403176,NA,NA,NA,5.17324169565534,0.121840654179411,0.00201064337213383,0.131061231774374,-0.109129458631009,0.0541840038181907,0.020767829567435,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"betaine","799","Amino Acid","Glycine, Serine and Threonine Metabolism","betaine",19951173242,"HMDB0000043",247,"C00719",2.03788707225399,0.177688855078827,0.00479215256325634,0.146000277168642,0.158655193593533,-0.0800116164380096,0.0332906173642144,1,"HMDB0000043","Betaine","HMDB0000043","247","41139","C00719","287","C[N+](C)(C)CC(O)=O",1
"butyrylcarnitine (C4)","100001054","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)","butyrylcarnitine (C4)",184820,"HMDB0002013",439829,"C02862",4.50658732543447,0.189795214635581,0.00429773643033474,0.204187719755066,-0.185790057193478,-0.0387850247725916,0.0315301224094651,1,"HMDB0002013","Butyrylcarnitine","HMDB0002013","213144","21949","C02862","6436","CCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C",1
"carnitine","100000007","Lipid","Carnitine Metabolism","carnitine",10455,"HMDB0000062",288,"C00487,C00308",5.4646806595787,0.147136693064437,0.0043384518402753,0.157196488904817,-0.107428156179516,0.100540527678185,0.0315341175427418,1,"HMDB0000062","L-Carnitine","HMDB0000062","10917","16347","C00487","52","C[N+](C)(C)C[C@H](O)CC(O)=O",1
"carnosine","249","Amino Acid","Histidine Metabolism","carnosine",388363,"HMDB0000033",439224,"C00386",5.39268144052535,0.253446983015597,0.0183811615179052,0.23170853571081,-0.197026843101646,0.159423324194134,0.077995739413814,1,"HMDB0000033","Carnosine","HMDB0000033","439224","15727","C00386","38","NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O",1
"CDP-choline","1220","Lipid","Phospholipid Metabolism","cytidine 5'-diphosphocholine",21531769,"HMDB0001413",13804,"C00307",5.08392720176702,0.0967539207111502,0.00370214706789243,0.105319634776898,-0.0901524005302044,0.0351264266844942,0.0295339374158075,1,"HMDB0001413","Citicoline","HMDB0001413","13805","49086","C00307","6229","C[N+](C)(C)CCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O",1
"CDP-ethanolamine","100001407","Lipid","Phospholipid Metabolism","cytidine-5'-diphosphoethanolamine",287,"HMDB0001564",123727,"C00570",4.58199660418023,0.0917291956001955,0.00808662197950736,0.0964469258438065,-0.0909505020587952,-0.011926923354831,0.0474783754150945,1,"HMDB0001564","CDP-ethanolamine","HMDB0001564","123727","16732","C00570","3538","NCCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O",1
"CoA-glutathione*","269","Amino Acid","Glutathione Metabolism","CoA-glutathione*",10128089,NA,46873828,"C00920",4.45389561125945,0.207412709882024,0.0130428338358469,0.210607209259056,-0.200521672873432,-0.0530197220724968,0.0640444132053754,1,NA,"Glutathionyl-CoA","NA","46873828","NA","NA","NA","NA",1
"creatinine","275","Amino Acid","Creatine Metabolism","creatinine",568,"HMDB0000562",588,"C00791",5.00751663787275,0.0727874305620257,0.00807049617704908,0.0750892639287013,-0.0696404674141849,0.0211710969521082,0.0474783754150945,1,"HMDB0000562","Creatinine","HMDB0000562","588","16737","C00791","8","CN1CC(=O)NC1=N",1
"cysteine sulfinic acid","100002113","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","cysteine sulfinic acid",107,"HMDB0000996",109,"C00606",1.39710501903479,0.138775456432997,0.00649824655104756,0.124218912506939,0.136687378404121,0.0239830751405112,0.0408089883405787,1,"HMDB0000996","3-Sulfinoalanine","HMDB0000996","1549098","16345","C00606","5927","N[C@@H](CS(O)=O)C(O)=O",1
"cysteine-glutathione disulfide","100001437","Amino Acid","Glutathione Metabolism","cysteine-glutathione disulfide",3455404,"HMDB0000656",3080690,"R00900",5.17441835552048,0.160723690102805,0.00293182280588501,0.19612868816616,-0.143871765511388,0.0716450950791381,0.025540407918123,1,"HMDB0000656","Cysteineglutathione disulfide","HMDB0000656","53477713","143243",NA,"5628","N[C@@H](CCC(=O)N[C@@H](CSSCC(N)C(O)=O)C(=O)NCC(O)=O)C(O)=O",1
"dehydroascorbate","301","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","dehydroascorbate",812,"HMDB0001264",440667,"C05422",5.24096618632085,0.160057150985301,0.00031827525563646,0.189167493972189,-0.138213426019335,0.0807176588456897,0.00567831990169608,0.249846075674627,"HMDB0001264","Dehydroascorbic acid","HMDB0001264","440667","27956","C05422","342","[H][C@@]1(OC(=O)C(=O)C1=O)[C@@H](O)CO",1
"dihomo-linolenoylcarnitine (C20:3n3 or 6)*","100015840","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","dihomo-linolenoylcarnitine (C20:3n3 or 6)*",NA,NA,NA,NA,4.45529523204774,0.167106500105468,0.0183257584498569,0.165314998233372,-0.161614216892271,-0.0424903197892973,0.077995739413814,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"dihomo-linoleoylcarnitine (C20:2)*","100015839","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","dihomo-linoleoylcarnitine (C20:2)*",NA,NA,NA,NA,4.83464870931816,0.25846514897643,0.00020577172485632,0.267762340006951,-0.256535857614021,0.0315212149773242,0.00425081063190038,0.161530804012214,NA,NA,NA,NA,NA,NA,NA,NA,0
"dimethylarginine (ADMA + SDMA)","100001810","Amino Acid","Urea cycle; Arginine and Proline Metabolism","dimethylarginine (SDMA + ADMA)",110375,"HMDB0003334,HMDB0001539",123831169148,"C21189,C03626",5.38608038149758,0.157288550771218,0.012062799649983,0.168686995121979,-0.122924780872881,0.0981284181624473,0.0618908348054683,1,"HMDB0003334","Symmetric dimethylarginine","HMDB0003334","169148","25682",NA,"6891","CN\C(NCCC[C@H](N)C(O)=O)=N/C",1
"docosadienoylcarnitine (C22:2)*","100015848","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","docosadienoylcarnitine (C22:2)*",NA,NA,71464511,NA,5.09573627593418,0.256731903148648,0.00020347410733065,0.271900410627655,-0.238097750903591,0.0960246380309674,0.00425081063190038,0.159727174254565,NA,"(13Z,16Z)-Docosadienoylcarnitine","HMDB0240748","71464511","73120","NA","NA","[H]C(CCCCC)=C([H])C\C([H])=C(\[H])CCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C",1
"eicosenoylcarnitine (C20:1)*","100015838","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","eicosenoylcarnitine (C20:1)*",NA,NA,NA,NA,4.79743171009688,0.22863048025254,4.63943940647061e-05,0.240841657066953,-0.227804220199991,0.0194199320179354,0.00165543633367247,0.0364195993407943,NA,NA,NA,NA,NA,NA,NA,NA,0
"erucoylcarnitine (C22:1)*","100015841","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","erucoylcarnitine (C22:1)*",NA,NA,NA,NA,5.07529510956377,0.197050264678058,0.00043549480757612,0.204637272984619,-0.184216207258381,0.069951381637749,0.00697680457035213,0.341863423947254,NA,NA,NA,NA,NA,NA,NA,NA,0
"erythronate*","100001320","Carbohydrate","Aminosugar Metabolism","erythronate*",2061231,"HMDB0000613",2781043,NA,5.21217000108306,0.0666581469706437,0.0133017610550499,0.0694129328729101,-0.0585050240436342,0.0319448073904621,0.0646063167010981,1,"HMDB0000613","Erythronic acid","HMDB0000613","2781043","37655",NA,"5586","OC[C@@H](O)[C@@H](O)C(O)=O",1
"fructose","878","Carbohydrate","Fructose, Mannose and Galactose Metabolism","fructose",5764,"HMDB0000660",2723872,"C00095",5.16334710630728,0.139478242685134,0.0161626925929869,0.154674315008147,-0.125534594026316,0.0607885341588464,0.0722383059305055,1,"HMDB0000660","D-Fructose","HMDB0000660","439709","28645","C00095","135","OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O",1
"fructose 6-phosphate","1232","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","fructose-6-phosphate",19969987,"HMDB0003971",440641,"C05345",4.97198507396641,0.222289368749343,0.00621310945191918,0.237969973287188,-0.214841282428508,0.05705950248167,0.0396527717053379,1,"HMDB0003971","Beta-D-Fructose 6-phosphate","HMDB0003971","440641","16084","C05345",NA,"OC[C@@]1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O",1
"galactose 1-phosphate","100000300","Carbohydrate","Fructose, Mannose and Galactose Metabolism","galactose 1-phosphate",NA,"HMDB0000645",123912,"C00446",4.95334856336166,0.177522422056003,0.0209845311261572,0.183862099153214,-0.172393698501447,0.042362991509358,0.0857961298647573,1,"HMDB0000645","Galactose 1-phosphate","HMDB0000645","123912","17973","C00446","5618","OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O",1
"gamma-aminobutyrate (GABA)","141","Amino Acid","Glutamate Metabolism","gamma-aminobutyrate (GABA)",116,"HMDB0000112",119,"C00334",2.52468289172302,0.0617950488670966,4.16734695918145e-05,0.060505844817802,0.0357495055643545,-0.0504043739807473,0.0015858670147296,0.0327136736295744,"HMDB0000112","gamma-Aminobutyric acid","HMDB0000112","119","16865","C00334",NA,"NCCCC(O)=O",1
"gamma-glutamyl-alpha-lysine","100010901","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamyl-alpha-lysine",58747,NA,65254,NA,1.1567103332821,0.218763517549212,0.0205590007956158,0.190431781957904,0.200274599945358,0.0880202319198913,0.0845690222890392,1,NA,"gamma-Glutamyllysine","HMDB0029154","65254","NA","NA","NA","NCCCC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O",1
"glucosamine-6-phosphate","290","Carbohydrate","Aminosugar Metabolism","glucosamine-6-phosphate",8013767,"HMDB0001254",440997,"C00352",4.92006718637289,0.161193425139827,0.0117781665437547,0.177025507403942,-0.15772974580767,0.0332362391939404,0.0612308658069367,1,"HMDB0001254","Glucosamine 6-phosphate","HMDB0001254","439217","15873","C00352","6111","N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O",1
"glutamine","563","Amino Acid","Glutamate Metabolism","glutamine",5746,"HMDB0000641",5961,"C00064",5.03550645088134,0.108248000077185,0.0127922775023666,0.11367911530065,-0.102646182859468,0.0343713640272078,0.0635565686035302,1,"HMDB0000641","Glutamine","HMDB0000641","5961","18050","C00064","5614","N[C@@H](CCC(N)=O)C(O)=O",1
"glutarate (C5-DC)","339","Lipid","Fatty Acid, Dicarboxylate","glutarate (C5-DC)",3618533,"HMDB0000661",7434418048,"C00489",4.58964974506946,0.106818865681234,0.0135904543521556,0.118210220983571,-0.106015266461199,-0.0130779716541393,0.0646576161602554,1,"HMDB0000661","Glutaric acid","HMDB0000661","743","17859","C00489","3254","OC(=O)CCCC(O)=O",1
"glutarylcarnitine (C5-DC)","100001593","Amino Acid","Lysine Metabolism","glutarylcarnitine (C5-DC)",21403175,"HMDB0013130",71317118,NA,4.8131478753261,0.145404438669965,0.00317253869757408,0.163541957512199,-0.144666964178619,0.0146260131365214,0.0264940731659112,1,"HMDB0013130","Glutarylcarnitine","HMDB0013130","53481699","82952",NA,NA,"C[N+](C)(C)C[C@@H](CC(O)=O)OC(=O)CCCC(O)=O",1
"glycerate","1052","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","glycerate",732,"HMDB0000139,HMDB0006372",439194752,"C00258",5.3078635668765,0.0714071098616963,0.00260978027338605,0.0783734953520628,-0.0591166891825454,0.0400523707025526,0.0236322204869222,1,"HMDB0000139","Glyceric acid","HMDB0000139","439194","32398","C00258","280","OC[C@@H](O)C(O)=O",1
"glycerophosphoethanolamine","100001620","Lipid","Phospholipid Metabolism","glycerophosphoethanolamine",110410,"HMDB0000114",123874,"C01233",5.41217279884005,0.0928341818260153,0.00454561814581858,0.105719424780726,-0.0710164258518066,0.0597900708691713,0.0321469391393476,1,"HMDB0000114","Glycerylphosphorylethanolamine","HMDB0000114","123874","52330","C01233","5151","NCCOP(O)(=O)OCC(O)CO",1
"glycerophosphorylcholine (GPC)","100000269","Lipid","Phospholipid Metabolism","glycerophosphorylcholine (GPC)",571409,"HMDB0000086",71920,"C00670",5.54112936314898,0.127960375730379,0.00805400907057792,0.151525939715398,-0.0864762278760262,0.0943171234155997,0.0474783754150945,1,"HMDB0000086","Glycerophosphocholine","HMDB0000086","657272","16870","C00670","370","C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO",1
"glycylleucine","100001258","Peptide","Dipeptide","glycylleucine",83812,"HMDB0000759",92843,"C02155",6.25655494519848,0.384331421650968,0.0259504683370512,0.331461039138211,-0.0102336751994148,0.384195150360031,0.0996017158454115,1,"HMDB0000759","Glycylleucine","HMDB0000759","92843","73514","C02155","5727","CC(C)C[C@H](NC(=O)CN)C(O)=O",1
"glycylvaline","100000487","Peptide","Dipeptide","glycylvaline",2006926,"HMDB0028854",2724807,NA,5.96232650304419,0.32701327293334,0.00096328230989831,0.303755689559677,-0.103133986183148,0.310324123407365,0.012396337922462,0.75617661327018,"HMDB0028854","Glycylvaline","HMDB0028854","2724807","73922",NA,NA,"CC(C)[C@H](NC(=O)CN)C(O)=O",1
"guanosine 2'-monophosphate (2'-GMP)*","100002733","Nucleotide","Purine Metabolism, Guanine containing","guanosine 2'-monophosphate (2'-GMP)*",392466,"HMDB0240586",135460966,NA,5.85505152876847,0.211067869422589,0.0118923734168771,0.223093930678054,-0.08762983800276,0.192017335139828,0.0614178495542666,1,"HMDB0240586","Guanosine 2'-monophosphate","HMDB0240586","444571","74948",NA,NA,"NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OP(O)(O)=O)C(=O)N1",1
"guanosine 5'-diphospho-fucose","335","Carbohydrate","Nucleotide Sugar","guanosine 5'-diphospho-fucose",NA,NA,NA,NA,5.47779386086191,0.163810172061485,0.013415069582521,0.182577235551934,-0.11812382690362,0.113492440226022,0.0646063167010981,1,NA,"GDP-L-fucose","HMDB0001095","439211","17009","C00325","6001","C[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=C(N)NC3=O)[C@@H](O)[C@H](O)[C@@H]1O",1
"gulonate*","100001586","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","gulonate*",7969943,"HMDB0003290",152304,"C00800",4.88876736057652,0.156692089012992,0.0105747030877791,0.149700617222591,-0.154261107823839,0.0274940243001498,0.056635564726216,1,"HMDB0003290","Gulonic acid","HMDB0003290","152304","87753","C00800","344","OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(O)=O",1
"homoarginine","100000961","Amino Acid","Urea cycle; Arginine and Proline Metabolism","homoarginine",8732,"HMDB0000670",9085,"C01924",1.52954500596039,0.224998349437365,0.00575479002295868,0.202631750454846,0.224806939946596,0.00927884698580342,0.0377464933446423,1,"HMDB0000670","Homo-L-arginine","HMDB0000670","9085","27747","C01924","5640","N[C@@H](CCCCNC(N)=N)C(O)=O",1
"inositol 1-phosphate (I1P)","370","Lipid","Inositol Metabolism","inositol 1-phosphate (I1P)",17215924,"HMDB0000213",440194,"C01177",6.00074087160811,0.13991312526426,0.0079754296346722,0.157142779408264,-0.038994355873107,0.134369352276678,0.0474783754150945,1,"HMDB0000213","myo-Inositol 1-phosphate","HMDB0000213",NA,"18297","C04006","359","O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O",1
"Isobar: hexose diphosphates","100002180","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates",NA,"HMDB0001058,HMDB0003514",3.9341243839561e+46,"C01231,C00354,C05378",4.35541003972787,0.191465978861851,0.00922382757840325,0.226228966027072,-0.17939534943776,-0.0669068730522568,0.0517193189217611,1,"HMDB0001058","Fructose 1,6-bisphosphate","HMDB0001058","10267","28013","C00354","147","O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O",1
"isobutyrylcarnitine (C4)","100001055","Amino Acid","Leucine, Isoleucine and Valine Metabolism","isobutyrylcarnitine (C4)",NA,"HMDB0000736",168379,NA,5.23138182190281,0.267972427691351,0.00423621802619753,0.316761785868387,-0.232685597736132,0.13291589298867,0.0313719919864628,1,"HMDB0000736","Isobutyryl-L-carnitine","HMDB0000736","168379","84838",NA,"5704","CC(C)C(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"isoleucine","376","Amino Acid","Leucine, Isoleucine and Valine Metabolism","isoleucine",769,"HMDB0000172",6306,"C06418,C00407,C16424",0.123040498890771,0.114984026451273,1.34770751008567e-05,0.116232238974581,0.0141120220892105,0.11411475439881,0.00096177308674295,0.0105795039541725,"HMDB0000172","Isoleucine","HMDB0000172","6306","17191","C00407","5193","CC[C@H](C)[C@H](N)C(O)=O",1
"isoleucylglycine","100003169","Peptide","Dipeptide","isoleucylglycine",303621,"HMDB0028907",342532,NA,6.22835981912041,0.478817841715985,0.00511041808238117,0.483472477057055,-0.0262382726032211,0.47809839844571,0.0348841582145149,1,"HMDB0028907","Isoleucyl-Glycine","HMDB0028907","342532",NA,NA,NA,"CCC(C)C(N)C(=O)NCC(O)=O",1
"kynurenate","98","Amino Acid","Tryptophan Metabolism","kynurenate",3712,"HMDB0000715",3845,"C01717",5.1167000073572,0.294786091154611,5.84591569737124e-06,0.325742639932124,-0.27101856379842,0.115964553268903,0.00050989375804849,0.00458904382243642,"HMDB0000715","Kynurenic acid","HMDB0000715","3845","18344","C01717","5683","OC(=O)C1=CC(=O)C2=CC=CC=C2N1",1
"kynurenine","100000265","Amino Acid","Tryptophan Metabolism","kynurenine",141580,"HMDB0000684",161166,"C00328",5.05002940374032,0.313862091401059,2.02405141824913e-07,0.3784699929049,-0.296141101483814,0.10397047864947,5.65564533493356e-05,0.00015888803633255,"HMDB0000684","Kynurenine","HMDB0000684","161166","16946","C00328","72","N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O",1
"lanthionine","100003892","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","lanthionine",88959,NA,98504,NA,4.9279018388003,0.110860731248566,0.00336086078040318,0.114307630978021,-0.108296173179765,0.0237073956305882,0.0274820386730885,1,NA,"Lanthionine","HMDB0240656","98504","21347","NA","NA","N[C@@H](CSC[C@H](N)C(O)=O)C(O)=O",1
"laurylcarnitine (C12)","100001392","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","laurylcarnitine (C12)",8602997,"HMDB000225",168381,NA,5.03771223698666,0.234181690171929,0.00054201181662107,0.245902366351966,-0.221898265286702,0.0748480051473234,0.00818229377014512,0.425479276047546,"HMDB000225","Dodecanoylcarnitine","HMDB0002250","168381","77086","NA","6573","CCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"leucine","397","Amino Acid","Leucine, Isoleucine and Valine Metabolism","leucine",NA,"HMDB0000687",6106,"C00123",6.26264012307748,0.110678797578608,2.26716207795426e-05,0.113563131888713,-0.00227375630407939,0.110655439386033,0.00136901710091853,0.0177972223119409,"HMDB0000687","Leucine","HMDB0000687","6106","15603","C00123","24","CC(C)C[C@H](N)C(O)=O",1
"leucylglycine","100003185","Peptide","Dipeptide","leucylglycine",71402,"HMDB0028929",79070,NA,6.0033992171628,0.19199426088321,0.00415834613573155,0.187755570788279,-0.0530192272174815,0.184528474109962,0.0310885877766597,1,"HMDB0028929","Leucyl-Glycine","HMDB0028929","79070",NA,NA,NA,"CC(C)CC(N)C(=O)NCC(O)=O",1
"lignoceroylcarnitine (C24)*","100015834","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","lignoceroylcarnitine (C24)*",NA,NA,NA,NA,4.42256480274548,0.113831850539342,0.0249447485569508,0.1132968900208,-0.109084395032217,-0.0325312919765928,0.0969387505802296,1,NA,"Lignoceroylcarnitine","HMDB0240665","145720495","165601","NA","NA","CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"linoleoylcarnitine (C18:2)*","100003151","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","linoleoylcarnitine (C18:2)*",4952667,"HMDB0006469",6450015,NA,4.85281820961175,0.262646133467752,0.00106009615330324,0.267164177991035,-0.260060647297299,0.0367620885270393,0.0132091346086197,0.832175480343043,"HMDB0006469","Linoleyl carnitine","HMDB0006469","6450015","84098",NA,NA,"CCCCC\C=C/C\C=C/CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"lysine","407","Amino Acid","Lysine Metabolism","lysine",5747,"HMDB0003405",5962,"C00739,C00047",0.0281781443291368,0.0774400294944609,0.0100652236474152,0.0783616311178141,0.00218182756984094,0.0774092875342388,0.0548694483557009,1,"HMDB0003405","D-Lysine","HMDB0003405","57449","16855","C00739","6919","NCCCC[C@@H](N)C(O)=O",1
"mannitol/sorbitol","100001740","Carbohydrate","Fructose, Mannose and Galactose Metabolism","mannitol/sorbitol",440,"HMDB0000247,HMDB0000765",57806251,"C00392,C00794",5.36518131452387,0.116113495112258,0.00191337360055174,0.127732710805656,-0.0922394939568301,0.0705281468760674,0.0202972740058529,1,"HMDB0000247","Sorbitol","HMDB0000247","5780","17924","C00794","143","OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO",1
"mannose 6-phosphate","294","Carbohydrate","Fructose, Mannose and Galactose Metabolism","mannose-6-phosphate",19969422,"HMDB0001078",439198,"C00275",5.36249933388954,0.225202667698029,0.0125213303878851,0.245106388905236,-0.179265154018565,0.136309376394321,0.063064631382425,1,"HMDB0001078","Mannose 6-phosphate","HMDB0001078","439198","49728","C00275","5987","O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O",1
"methionine","415","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","methionine",5907,"HMDB0000696",6137,"C00073",0.0752646425755853,0.106530580861024,5.10382564978274e-05,0.10705979011928,0.00801041823263598,0.106228987843834,0.00174195788481715,0.0400650313507945,"HMDB0000696","Methionine","HMDB0000696","6137","16643","C00073","5664","CSCC[C@H](N)C(O)=O",1
"methylmalonate (MMA)","418","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)","methylmalonate (MMA)",473,"HMDB0000202",487,"C02170",5.14671830000763,0.145571513486289,0.00137368417395516,0.163664328579866,-0.132055558021374,0.0612567966380263,0.0156281460370261,1,"HMDB0000202","Methylmalonic acid","HMDB0000202","487","30860","C02170","3712","CC(C(O)=O)C(O)=O",1
"myristoleate (14:1n5)","100001198","Lipid","Long Chain Monounsaturated Fatty Acid","myristoleate (14:1n5)",4444564,"HMDB0002000",5281119,"C08322",5.73650918766724,0.16369823235757,0.0217894294868187,0.162898946670075,-0.0850986336662532,0.139840386960026,0.0876639397915436,1,"HMDB0002000","Myristoleic acid","HMDB0002000","5281119","27781","C08322","6424","CCCC\C=C/CCCCCCCC(O)=O",1
"myristoleoylcarnitine (C14:1)*","100006051","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","myristoleoylcarnitine (C14:1)*",34999520,"HMDB0240588",129691961,NA,5.16193112632894,0.262695466406189,0.00073792604805581,0.273707286519461,-0.236595662726405,0.114155159539191,0.0104208690411928,0.579271947723815,"HMDB0240588","Myristoleoylcarnitine","HMDB0240588","90659872","84647",NA,NA,"CCCC\C=C/CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"myristoylcarnitine (C14)","100001270","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","myristoylcarnitine (C14)",4932274,"HMDB000506",6426854,NA,5.05436929562794,0.212615345411093,0.00109463807294431,0.222133151158304,-0.200303302696204,0.0713012765192253,0.0134264201134576,0.859290887261283,"HMDB000506","Myristoylcarnitine","HMDB0254979","6426854","73061","NA","NA","CCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C",1
"N-acetyl-beta-alanine","100002102","Nucleotide","Pyrimidine Metabolism, Uracil containing","N-acetyl-beta-alanine",68881,"HMDB0061880",76406,"C01073",4.7163415286328,0.120291583179152,0.0187826059882333,0.117222443476556,-0.120290643544467,0.00047545704837214,0.0792706758105545,1,"HMDB0061880","N-Acetyl-beta-alanine","HMDB0061880","76406","16682","C01073",NA,"CC(=O)NCCC(O)=O",1
